SYSTEM_ID,TOTAL_INVOICES,UNPAID_INVOICES,LATE_INVOICES,PERCENTAGE_UNPAID_INVOICES,PERCENTAGE_LATE_INVOICES,MID_YEAR_PCT,FINAL_YEAR_PCT,FROM_ACTIVE,FROM_WITHDRAWN,IS_REINSTATED,Total_Days_Recorded,Present_Days,Attendance_Percentage,RO_PRIM_DESC,RO_SECN_DESC,CHURN
143683,12,5,6,41.6666666666667,50,80.2857142857143,74.5263157894737,1,,0,151,129,85.43,,,0
143716,12,0,0,0,0,90,92.9473684210526,1,,0,158,142,89.87,,,0
143873,12,0,0,0,0,87.5,91.1,1,,0,164,149,90.85,,,0
143939,12,0,0,0,0,92.8571428571429,93.8947368421053,1,,0,162,153,94.44,,,0
143959,12,1,2,8.33333333333333,16.6666666666667,87.3513513513514,86.3673469387755,1,,0,172,159,92.44,,,0
144116,12,1,3,8.33333333333333,25,69.7142857142857,62.8421052631579,1,,0,162,151,93.21,,,0
144372,12,0,1,0,8.33333333333333,47.0769230769231,46.8108108108108,1,,0,165,128,77.58,,,0
144505,32,10,23,31.25,71.875,61.8461538461539,66.0540540540541,1,1,1,332,286,86.14,Initiated By School ,Unreachable ,1
144505,32,10,23,31.25,71.875,61.8461538461539,66.0540540540541,1,1,1,332,286,86.14,Initiated By School ,Unreachable ,1
144505,32,10,23,31.25,71.875,61.8461538461539,66.0540540540541,1,1,1,332,286,86.14,Initiated By School ,Unreachable ,1
145033,37,4,9,10.8108108108108,24.3243243243243,72,72.32,1,1,1,274,240,87.59,Initiated By School ,Unreachable ,1
145243,12,1,1,8.33333333333333,8.33333333333333,76.9230769230769,77.12,1,,0,140,108,77.14,,,0
145280,12,0,0,0,0,81.5384615384615,76.48,1,,0,102,93,91.18,,,0
145332,12,0,0,0,0,91.3846153846154,91.52,1,,0,140,130,92.86,,,0
145346,12,1,1,8.33333333333333,8.33333333333333,73.5714285714286,72.8888888888889,1,,0,167,158,94.61,,,0
145368,37,4,6,10.8108108108108,16.2162162162162,80.8571428571429,76.3157894736842,1,1,1,294,248,84.35,Initiated By School ,Unreachable ,1
145435,12,1,1,8.33333333333333,8.33333333333333,82.7692307692308,85.44,1,,0,140,119,85,,,0
145436,13,2,3,15.3846153846154,23.0769230769231,83.6923076923077,88.32,1,,0,151,121,80.13,,,0
145437,12,0,0,0,0,85.5135135135135,88.8163265306122,1,,0,156,144,92.31,,,0
145438,12,0,2,0,16.6666666666667,83.0769230769231,79.68,1,,0,148,138,93.24,,,0
145657,12,2,3,16.6666666666667,25,76.6153846153846,75.68,1,,0,140,136,97.14,,,0
145754,37,7,11,18.9189189189189,29.7297297297297,70.4615384615385,66.24,1,1,1,334,228,68.26,Initiated By School ,Unreachable ,1
145935,12,0,0,0,0,96,94.72,1,,0,118,117,99.15,,,0
145974,12,0,0,0,0,69.8461538461538,69.7297297297297,1,,0,166,159,95.78,,,0
146052,12,0,0,0,0,88.5714285714286,84.421052631579,1,,0,147,130,88.44,,,0
146287,12,4,4,33.3333333333333,33.3333333333333,85.7142857142857,85.1578947368421,1,,0,151,129,85.43,,,0
146338,12,0,0,0,0,64.3076923076923,60.16,1,,0,140,124,88.57,,,0
146379,37,18,22,48.6486486486487,59.4594594594595,75.448275862069,74.4137931034483,1,1,1,326,260,79.75,Others,IA,1
146379,37,18,22,48.6486486486487,59.4594594594595,75.448275862069,74.4137931034483,1,1,1,326,260,79.75,Initiated By School ,Unreachable ,1
146379,37,18,22,48.6486486486487,59.4594594594595,75.448275862069,74.4137931034483,1,1,1,326,260,79.75,Initiated By School ,Unreachable ,1
146442,12,0,0,0,0,88.9230769230769,91.52,1,,0,129,121,93.8,,,0
146621,37,5,8,13.5135135135135,21.6216216216216,80,77.2631578947369,1,1,1,320,284,88.75,Initiated By School ,Unreachable ,1
146771,12,1,1,8.33333333333333,8.33333333333333,95.4285714285714,93.5789473684211,1,,0,154,145,94.16,,,0
146797,12,0,0,0,0,67.448275862069,65.5862068965517,1,,0,163,141,86.5,,,0
146798,12,0,0,0,0,83.1351351351351,87.0204081632653,1,,0,154,141,91.56,,,0
146991,12,0,0,0,0,80.6153846153846,82.72,1,,0,140,126,90,,,0
146992,12,0,0,0,0,75.2857142857143,79.3684210526316,1,,0,160,142,88.75,,,0
147008,12,0,0,0,0,75.3846153846154,75.84,1,,0,127,97,76.38,,,0
147228,12,0,0,0,0,88.3243243243243,85.8775510204082,1,,0,154,142,92.21,,,0
147477,12,0,0,0,0,75,74,1,,0,167,151,90.42,,,0
147613,9,0,0,0,0,79.0769230769231,80.7567567567568,1,,0,130,105,80.77,,,0
147866,12,0,1,0,8.33333333333333,82.7692307692308,90.24,1,,0,118,92,77.97,,,0
147990,12,5,4,41.6666666666667,33.3333333333333,80.3076923076923,88,1,,0,140,94,67.14,,,0
148036,12,1,1,8.33333333333333,8.33333333333333,91.1428571428572,87.4736842105263,1,,0,165,136,82.42,,,0
148037,12,1,1,8.33333333333333,8.33333333333333,76,73.945945945946,1,,0,171,122,71.35,,,0
148085,12,1,1,8.33333333333333,8.33333333333333,79.8571428571429,72.3157894736842,1,,0,160,144,90,,,0
148086,12,1,1,8.33333333333333,8.33333333333333,63.8918918918919,61.6129032258065,1,,0,144,131,90.97,,,0
148260,12,0,0,0,0,73.7142857142857,66.8421052631579,1,,0,147,138,93.88,,,0
148801,12,0,0,0,0,84,88.32,1,,0,167,158,94.61,,,0
149316,12,0,1,0,8.33333333333333,68.6153846153846,49.4054054054054,1,,0,156,141,90.38,,,0
149437,12,0,1,0,8.33333333333333,83.3846153846154,83.04,1,,0,167,153,91.62,,,0
149459,12,0,0,0,0,71.0769230769231,68.972972972973,1,,0,171,169,98.83,,,0
149570,12,6,6,50,50,72.9537366548043,78.8571428571429,1,,0,172,111,64.53,,,0
149642,12,0,0,0,0,93.4285714285714,89.5789473684211,1,,0,151,139,92.05,,,0
149802,12,0,0,0,0,81.7142857142857,72.2105263157895,1,,0,147,137,93.2,,,0
149803,12,0,0,0,0,75.7142857142857,72.6315789473684,1,,0,154,131,85.06,,,0
149982,12,0,0,0,0,78.5714285714286,69.0526315789474,1,,0,147,130,88.44,,,0
150020,6,0,0,0,0,0,58.08,1,,0,60,46,76.67,,,0
150076,32,10,10,31.25,31.25,52,67.3513513513514,1,1,1,332,170,51.2,Initiated By School ,Unreachable ,1
150076,32,10,10,31.25,31.25,52,67.3513513513514,1,1,1,332,170,51.2,Initiated By School ,Unreachable ,1
150176,31,6,9,19.3548387096774,29.0322580645161,60.6153846153846,50.24,1,1,1,234,220,94.02,Initiated By School ,Unreachable ,1
150550,12,0,0,0,0,89.8461538461538,94.08,1,,0,129,127,98.45,,,0
150765,12,0,0,0,0,97.4285714285714,98,1,,0,154,145,94.16,,,0
150856,12,1,1,8.33333333333333,8.33333333333333,83.1428571428571,78.6315789473684,1,,0,151,139,92.05,,,0
151228,34,18,19,52.9411764705882,55.8823529411765,81.8461538461538,90.2702702702703,1,1,1,332,270,81.33,Others,IA,1
151228,34,18,19,52.9411764705882,55.8823529411765,81.8461538461538,90.2702702702703,1,1,1,332,270,81.33,Initiated By School ,Unreachable ,1
151302,12,3,2,25,16.6666666666667,77.8461538461538,74.1621621621622,1,,0,166,135,81.33,,,0
151412,12,0,0,0,0,78.5714285714286,72.421052631579,1,,0,147,132,89.8,,,0
151635,12,1,1,8.33333333333333,8.33333333333333,50.9090909090909,1.66666666666667,1,,0,144,73,50.69,,,0
151692,12,0,0,0,0,84,86,1,,0,158,145,91.77,,,0
151693,12,0,0,0,0,84.2857142857143,84.5263157894737,1,,0,158,146,92.41,,,0
151703,12,0,0,0,0,59.0769230769231,55.6756756756757,1,,0,165,133,80.61,,,0
151739,12,1,2,8.33333333333333,16.6666666666667,90,88.2105263157895,1,,0,162,144,88.89,,,0
151805,12,0,0,0,0,92.6153846153846,90.72,1,,0,118,114,96.61,,,0
151902,12,0,0,0,0,88.3076923076923,92.64,1,,0,169,165,97.63,,,0
151968,12,1,4,8.33333333333333,33.3333333333333,60.9333333333333,60.8148148148148,1,,0,167,140,83.83,,,0
152105,12,1,0,8.33333333333333,0,65.7333333333333,66.4137931034483,1,,0,171,127,74.27,,,0
152202,37,11,15,29.7297297297297,40.5405405405405,57.4,52,1,1,1,282,220,78.01,Initiated By School ,Unreachable ,1
152484,12,0,0,0,0,77.3793103448276,78.7586206896552,1,,0,162,134,82.72,,,0
152888,12,1,1,8.33333333333333,8.33333333333333,84.3076923076923,86.24,1,,0,169,154,91.12,,,0
153060,12,2,1,16.6666666666667,8.33333333333333,75.8918918918919,72.3265306122449,1,,0,154,139,90.26,,,0
153061,12,2,1,16.6666666666667,8.33333333333333,61.4054054054054,62.8571428571429,1,,0,154,139,90.26,,,0
153136,12,0,1,0,8.33333333333333,89.1428571428571,90.8421052631579,1,,0,158,146,92.41,,,0
153320,12,0,0,0,0,86.8571428571429,75.7894736842105,1,,0,165,143,86.67,,,0
153413,12,0,1,0,8.33333333333333,75.6923076923077,74.24,1,,0,167,113,67.66,,,0
153887,12,3,5,25,41.6666666666667,92.5714285714286,91.1578947368421,1,,0,147,126,85.71,,,0
154157,12,2,2,16.6666666666667,16.6666666666667,59.6923076923077,57.76,1,,0,167,164,98.2,,,0
154515,12,0,4,0,33.3333333333333,78.4615384615385,77.7297297297297,1,,0,166,164,98.8,,,0
154632,12,1,0,8.33333333333333,0,73.1428571428571,58.5263157894737,1,,0,147,114,77.55,,,0
155271,12,0,0,0,0,88.9230769230769,90.24,1,,0,169,153,90.53,,,0
155330,20,4,6,20,30,92,80.8403361344538,1,1,1,88,88,100,Others,IA,1
155330,20,4,6,20,30,92,80.8403361344538,1,1,1,88,88,100,Initiated By School ,Unreachable ,1
155513,12,2,5,16.6666666666667,41.6666666666667,92,91.3684210526316,1,,0,158,138,87.34,,,0
155662,12,2,2,16.6666666666667,16.6666666666667,87.7,85.3,1,,0,151,145,96.03,,,0
155954,12,0,0,0,0,91.6923076923077,94.4,1,,0,129,124,96.12,,,0
155961,39,12,14,30.7692307692308,35.8974358974359,82.56,78.1621621621622,1,1,1,328,270,82.32,Initiated By School ,Unreachable ,1
155963,12,0,2,0,16.6666666666667,63.36,62.2702702702703,1,,0,164,145,88.41,,,0
156409,12,2,3,16.6666666666667,25,74.4666666666667,77.4814814814815,1,,0,163,145,88.96,,,0
156941,12,1,2,8.33333333333333,16.6666666666667,50.7692307692308,57.92,1,,0,140,103,73.57,,,0
156955,12,3,5,25,41.6666666666667,69.7142857142857,65.3684210526316,1,,0,162,160,98.77,,,0
157124,12,0,1,0,8.33333333333333,90.1538461538462,92.32,1,,0,148,140,94.59,,,0
157804,12,0,0,0,0,56.9230769230769,52.8,1,,0,146,139,95.21,,,0
158751,12,0,0,0,0,92.9230769230769,91.52,1,,0,118,114,96.61,,,0
158844,12,5,5,41.6666666666667,41.6666666666667,64.2162162162162,59.0204081632653,1,,0,172,94,54.65,,,0
158874,37,16,14,43.2432432432432,37.8378378378378,75.4285714285714,66.421052631579,1,1,1,308,250,81.17,Others,IA,1
158874,37,16,14,43.2432432432432,37.8378378378378,75.4285714285714,66.421052631579,1,1,1,308,250,81.17,Initiated By School ,Unreachable ,1
159063,12,6,8,50,66.6666666666667,76,77.469387755102,1,,0,159,118,74.21,,,0
159376,12,0,0,0,0,84,88.6486486486487,1,,0,165,139,84.24,,,0
159384,12,0,0,0,0,64.6666666666667,61.8888888888889,1,,0,151,123,81.46,,,0
159385,12,0,0,0,0,63.0769230769231,65.76,1,,0,118,105,88.98,,,0
159522,28,11,14,39.2857142857143,50,63.1428571428572,73.2631578947368,1,1,1,204,170,83.33,Others,IA,1
159886,12,3,6,25,50,75.3846153846154,73.76,1,,0,169,150,88.76,,,0
159986,37,22,25,59.4594594594595,67.5675675675676,68.5714285714286,69.1578947368421,1,1,1,326,280,85.89,Others,IA,1
159986,37,22,25,59.4594594594595,67.5675675675676,68.5714285714286,69.1578947368421,1,1,1,326,280,85.89,Initiated By School ,Unreachable ,1
159986,37,22,25,59.4594594594595,67.5675675675676,68.5714285714286,69.1578947368421,1,1,1,326,280,85.89,Initiated By School ,Unreachable ,1
160003,12,1,1,8.33333333333333,8.33333333333333,91.0769230769231,93.12,1,,0,145,133,91.72,,,0
160005,12,2,1,16.6666666666667,8.33333333333333,46.1538461538462,42.5945945945946,1,,0,165,126,76.36,,,0
160006,12,0,0,0,0,73.1428571428571,78,1,,0,162,126,77.78,,,0
160021,37,12,15,32.4324324324324,40.5405405405405,87.7142857142857,92.7368421052632,1,1,1,324,304,93.83,Others,IA,1
160301,12,0,0,0,0,52.9230769230769,50.5945945945946,1,,0,156,135,86.54,,,0
160508,12,0,0,0,0,83.0769230769231,80,1,,0,118,97,82.2,,,0
160608,37,11,18,29.7297297297297,48.6486486486487,49.5384615384615,52.8,1,1,1,238,140,58.82,Initiated By School ,Unreachable ,1
160610,12,3,3,25,25,70.7027027027027,65.1612903225806,1,,0,143,106,74.13,,,0
160666,12,1,1,8.33333333333333,8.33333333333333,93.8461538461538,92.96,1,,0,145,122,84.14,,,0
160757,12,2,3,16.6666666666667,25,64.2857142857143,49.5789473684211,1,,0,165,139,84.24,,,0
160758,12,1,4,8.33333333333333,33.3333333333333,57.8461538461539,54.24,1,,0,140,111,79.29,,,0
160992,37,17,20,45.945945945946,54.0540540540541,77.2307692307692,77.44,1,1,1,334,290,86.83,Others,IA,1
160992,37,17,20,45.945945945946,54.0540540540541,77.2307692307692,77.44,1,1,1,334,290,86.83,Initiated By School ,Unreachable ,1
161206,12,0,0,0,0,86.2857142857143,84.8421052631579,1,,0,158,157,99.37,,,0
161497,12,1,2,8.33333333333333,16.6666666666667,84.3076923076923,86.4,1,,0,169,144,85.21,,,0
161501,12,0,0,0,0,52.3076923076923,56.64,1,,0,140,108,77.14,,,0
161626,37,14,16,37.8378378378378,43.2432432432432,84.6896551724138,85.448275862069,1,1,1,342,294,85.96,Initiated By School ,Unreachable ,1
161670,12,2,2,16.6666666666667,16.6666666666667,76.6153846153846,74.56,1,,0,169,138,81.66,,,0
161729,32,20,19,62.5,59.375,63.3846153846154,63.027027027027,1,1,1,312,292,93.59,Initiated By School ,Unreachable ,1
161729,32,20,19,62.5,59.375,63.3846153846154,63.027027027027,1,1,1,312,292,93.59,Initiated By School ,Unreachable ,1
161729,32,20,19,62.5,59.375,63.3846153846154,63.027027027027,1,1,1,312,292,93.59,Initiated By School ,Unreachable ,1
161729,32,20,19,62.5,59.375,63.3846153846154,63.027027027027,1,1,1,312,292,93.59,Initiated By School ,Unreachable ,1
161780,37,18,22,48.6486486486487,59.4594594594595,79.7142857142857,76.7368421052632,1,1,1,316,246,77.85,Initiated By School ,Unreachable ,1
161803,12,0,0,0,0,92.8571428571429,82.3157894736842,1,,0,151,145,96.03,,,0
161895,12,0,1,0,8.33333333333333,81.1428571428571,82.8421052631579,1,,0,162,151,93.21,,,0
161915,12,1,1,8.33333333333333,8.33333333333333,64.6486486486487,61.0612244897959,1,,0,171,148,86.55,,,0
162150,12,6,6,50,50,84,81.6216216216216,1,,0,152,136,89.47,,,0
162151,12,4,6,33.3333333333333,50,84.0666666666667,85.3103448275862,1,,0,169,163,96.45,,,0
162249,12,2,3,16.6666666666667,25,80.6153846153846,77.1891891891892,1,,0,166,139,83.73,,,0
162301,12,0,0,0,0,87.6923076923077,82.4,1,,0,167,160,95.81,,,0
163289,12,0,0,0,0,56.1333333333333,63.4,1,,0,171,148,86.55,,,0
163378,12,1,3,8.33333333333333,25,92.8571428571429,89.1578947368421,1,,0,158,132,83.54,,,0
163491,37,15,30,40.5405405405405,81.0810810810811,68.5405405405405,66.8571428571429,1,1,1,308,260,84.42,Others,IA,1
163491,37,15,30,40.5405405405405,81.0810810810811,68.5405405405405,66.8571428571429,1,1,1,308,260,84.42,Initiated By School ,Unreachable ,1
163491,37,15,30,40.5405405405405,81.0810810810811,68.5405405405405,66.8571428571429,1,1,1,308,260,84.42,Initiated By School ,Unreachable ,1
163548,37,16,17,43.2432432432432,45.945945945946,81.2307692307692,77.44,1,1,1,236,206,87.29,Others,IA,1
163744,12,1,1,8.33333333333333,8.33333333333333,86.24,86.4864864864865,1,,0,168,146,86.9,,,0
163834,12,0,0,0,0,92.9230769230769,95.36,1,,0,167,163,97.6,,,0
164196,12,0,0,0,0,80,80.32,1,,0,169,116,68.64,,,0
164214,37,6,11,16.2162162162162,29.7297297297297,60.0689655172414,58,1,1,1,344,298,86.63,Initiated By School ,Unreachable ,1
164363,12,0,0,0,0,84.3,82.2,1,,0,151,138,91.39,,,0
164556,38,10,8,26.3157894736842,21.0526315789474,70.7843137254902,64.2,1,1,1,342,254,74.27,Others,IA,1
164556,38,10,8,26.3157894736842,21.0526315789474,70.7843137254902,64.2,1,1,1,342,254,74.27,Initiated By School ,Unreachable ,1
164556,38,10,8,26.3157894736842,21.0526315789474,70.7843137254902,64.2,1,1,1,342,254,74.27,Initiated By School ,Unreachable ,1
164617,12,7,7,58.3333333333333,58.3333333333333,63.5675675675676,58.1818181818182,1,,0,140,134,95.71,,,0
164741,12,1,1,8.33333333333333,8.33333333333333,82.4615384615385,83.52,1,,0,169,156,92.31,,,0
164945,12,3,3,25,25,86,84.1052631578947,1,,0,158,133,84.18,,,0
165044,12,0,0,0,0,78.7692307692308,76.32,1,,0,127,112,88.19,,,0
165069,12,0,0,0,0,88,81.28,1,,0,102,96,94.12,,,0
165135,12,6,5,50,41.6666666666667,92.3333333333333,94.3333333333333,1,,0,145,115,79.31,,,0
165145,12,0,0,0,0,76.3076923076923,79.52,1,,0,117,110,94.02,,,0
165398,12,0,0,0,0,86.1538461538462,84.16,1,,0,152,136,89.47,,,0
165518,12,4,7,33.3333333333333,58.3333333333333,75.3846153846154,75.2,1,,0,169,146,86.39,,,0
165631,12,0,0,0,0,83.7142857142857,81.3684210526316,1,,0,158,151,95.57,,,0
165741,12,0,2,0,16.6666666666667,52,59.84,1,,0,145,138,95.17,,,0
165816,12,2,2,16.6666666666667,16.6666666666667,90.4615384615385,91.84,1,,0,167,154,92.22,,,0
165878,12,0,0,0,0,89.5384615384615,87.68,1,,0,146,143,97.95,,,0
165923,12,0,0,0,0,95.0769230769231,94.56,1,,0,131,130,99.24,,,0
165954,36,11,15,30.5555555555556,41.6666666666667,87.4285714285714,79.8947368421053,1,1,1,308,280,90.91,Initiated By School ,Unreachable ,1
165954,36,11,15,30.5555555555556,41.6666666666667,87.4285714285714,79.8947368421053,1,1,1,308,280,90.91,,,1
166058,12,0,0,0,0,84.6153846153846,88.32,1,,0,146,140,95.89,,,0
166065,12,0,0,0,0,64.3076923076923,56.32,1,,0,169,136,80.47,,,0
166082,12,1,2,8.33333333333333,16.6666666666667,57.3333333333333,55.2,1,,0,139,136,97.84,,,0
166137,12,2,2,16.6666666666667,16.6666666666667,76.3076923076923,76.16,1,,0,169,124,73.37,,,0
166218,12,0,0,0,0,94.4615384615385,95.52,1,,0,140,135,96.43,,,0
166227,12,0,0,0,0,92,89.92,1,,0,146,138,94.52,,,0
166397,11,2,3,18.1818181818182,27.2727272727273,64.6153846153846,64.48,1,,0,145,133,91.72,,,0
166557,37,18,20,48.6486486486487,54.0540540540541,73.7142857142857,66.2105263157895,1,1,1,330,220,66.67,Others,IA,1
166557,37,18,20,48.6486486486487,54.0540540540541,73.7142857142857,66.2105263157895,1,1,1,330,220,66.67,Initiated By School ,Unreachable ,1
166557,37,18,20,48.6486486486487,54.0540540540541,73.7142857142857,66.2105263157895,1,1,1,330,220,66.67,Initiated By School ,Unreachable ,1
166643,12,0,1,0,8.33333333333333,90.1333333333333,87.3793103448276,1,,0,171,152,88.89,,,0
166794,12,4,5,33.3333333333333,41.6666666666667,54.4444444444444,61.4736842105263,1,,0,162,133,82.1,,,0
166841,12,0,2,0,16.6666666666667,67.0769230769231,67.04,1,,0,169,150,88.76,,,0
167022,12,0,0,0,0,77.2307692307692,79.84,1,,0,151,149,98.68,,,0
167143,12,0,0,0,0,87.3846153846154,87.68,1,,0,146,137,93.84,,,0
167204,12,0,0,0,0,89.2307692307692,92.32,1,,0,167,159,95.21,,,0
167231,12,0,1,0,8.33333333333333,75.3846153846154,71.04,1,,0,117,112,95.73,,,0
167315,12,0,0,0,0,89.5384615384615,90.9189189189189,1,,0,171,152,88.89,,,0
167373,12,0,0,0,0,77.1333333333333,78.2758620689655,1,,0,144,141,97.92,,,0
167737,12,0,0,0,0,57.92,66.3783783783784,1,,0,153,137,89.54,,,0
167924,12,0,0,0,0,70.4615384615385,68.64,1,,0,102,92,90.2,,,0
167926,12,0,0,0,0,50.1538461538462,56.7567567567568,1,,0,166,124,74.7,,,0
168022,37,16,15,43.2432432432432,40.5405405405405,84,85.76,1,1,1,236,204,86.44,Initiated By School ,Unreachable ,1
168238,12,2,3,16.6666666666667,25,78.4615384615385,84,1,,0,146,125,85.62,,,0
168282,12,0,0,0,0,73.3793103448276,69,1,,0,163,140,85.89,,,0
168522,12,0,4,0,33.3333333333333,86.1538461538462,81.6,1,,0,117,104,88.89,,,0
168694,12,1,1,8.33333333333333,8.33333333333333,91.5714285714286,91.3684210526316,1,,0,169,154,91.12,,,0
168796,12,2,2,16.6666666666667,16.6666666666667,91.3846153846154,91.6756756756757,1,,0,156,152,97.44,,,0
169341,12,1,0,8.33333333333333,0,85.1428571428571,85.4736842105263,1,,0,167,142,85.03,,,0
169569,12,0,0,0,0,78.4615384615385,84.8,1,,0,118,112,94.92,,,0
169732,11,0,0,0,0,88.9230769230769,92.3076923076923,1,,0,175,160,91.43,,,0
170047,12,0,2,0,16.6666666666667,87.3846153846154,84.16,1,,0,117,97,82.91,,,0
170065,12,4,6,33.3333333333333,50,66.1538461538462,68,1,,0,117,110,94.02,,,0
170074,12,0,0,0,0,69.8461538461538,70.08,1,,0,146,127,86.99,,,0
170147,12,1,2,8.33333333333333,16.6666666666667,92.9230769230769,94.08,1,,0,117,114,97.44,,,0
170242,12,6,6,50,50,73.8461538461539,75.68,1,,0,146,114,78.08,,,0
170398,12,1,1,8.33333333333333,8.33333333333333,76.96,75.5675675675676,1,,0,171,159,92.98,,,0
170476,12,2,3,16.6666666666667,25,84.96,87.027027027027,1,,0,168,142,84.52,,,0
170491,12,1,1,8.33333333333333,8.33333333333333,64.0625,65.6875,1,,0,171,153,89.47,,,0
170533,12,1,1,8.33333333333333,8.33333333333333,69.7297297297297,68.734693877551,1,,0,156,127,81.41,,,0
170667,12,0,0,0,0,64.3076923076923,71.84,1,,0,146,138,94.52,,,0
170750,12,0,0,0,0,87.0769230769231,82.1621621621622,1,,0,156,149,95.51,,,0
171021,12,0,0,0,0,82.7027027027027,86.8571428571429,1,,0,155,152,98.06,,,0
171485,12,0,0,0,0,95.3846153846154,96.64,1,,0,146,134,91.78,,,0
171493,29,8,9,27.5862068965517,31.0344827586207,80.3076923076923,84.5405405405406,1,1,1,316,292,92.41,Initiated By School ,Unreachable ,1
171493,29,8,9,27.5862068965517,31.0344827586207,80.3076923076923,84.5405405405406,1,1,1,316,292,92.41,Initiated By School ,Unreachable ,1
171636,12,0,3,0,25,77.2307692307692,86.56,1,,0,118,83,70.34,,,0
171766,12,3,3,25,25,47.7837837837838,58.0645161290323,1,,0,142,113,79.58,,,0
172235,11,3,3,27.2727272727273,27.2727272727273,72,66.24,1,,0,144,94,65.28,,,0
172648,37,16,27,43.2432432432432,72.972972972973,82.4615384615385,79.68,1,1,1,262,234,89.31,Initiated By School ,Unreachable ,1
173081,37,16,32,43.2432432432432,86.4864864864865,67.3513513513514,64.3265306122449,1,1,1,344,254,73.84,Others,IA,1
173081,37,16,32,43.2432432432432,86.4864864864865,67.3513513513514,64.3265306122449,1,1,1,344,254,73.84,Initiated By School ,Unreachable ,1
173081,37,16,32,43.2432432432432,86.4864864864865,67.3513513513514,64.3265306122449,1,1,1,344,254,73.84,Initiated By School ,Unreachable ,1
173081,37,16,32,43.2432432432432,86.4864864864865,67.3513513513514,64.3265306122449,1,1,1,344,254,73.84,Initiated By School ,Unreachable ,1
173081,37,16,32,43.2432432432432,86.4864864864865,67.3513513513514,64.3265306122449,1,1,1,344,254,73.84,Initiated By School ,Unreachable ,1
173083,12,0,0,0,0,89.8461538461538,90.56,1,,0,167,126,75.45,,,0
173405,12,0,0,0,0,71.9,80.8,1,,0,164,131,79.88,,,0
173542,12,0,0,0,0,75.0769230769231,70.4,1,,0,117,114,97.44,,,0
173567,12,0,0,0,0,72.6153846153846,73.44,1,,0,146,128,87.67,,,0
173684,12,3,4,25,33.3333333333333,49.8461538461539,32.4324324324324,1,,0,161,146,90.68,,,0
173685,12,3,4,25,33.3333333333333,68,60.2162162162162,1,,0,164,146,89.02,,,0
173726,12,1,1,8.33333333333333,8.33333333333333,61.7297297297297,62.4489795918367,1,,0,159,134,84.28,,,0
173967,12,0,0,0,0,88.3076923076923,86.08,1,,0,117,107,91.45,,,0
174062,30,4,3,13.3333333333333,10,68.3076923076923,63.7837837837838,1,1,1,312,262,83.97,Initiated By School ,Unreachable ,1
174129,12,1,1,8.33333333333333,8.33333333333333,58.1481481481482,68.2,1,,0,171,150,87.72,,,0
174279,12,1,0,8.33333333333333,0,84.3076923076923,79.84,1,,0,146,122,83.56,,,0
174671,12,0,0,0,0,66.2,78.6,1,,0,166,144,86.75,,,0
174940,12,2,3,16.6666666666667,25,85.2307692307692,84.96,1,,0,145,137,94.48,,,0
174942,37,19,20,51.3513513513514,54.0540540540541,82.5714285714286,68.5263157894737,1,1,1,324,298,91.98,Initiated By School ,Unreachable ,1
174972,12,0,0,0,0,82.3333333333333,74.88,1,,0,134,116,86.57,,,0
175133,12,0,3,0,25,84,87.36,1,,0,131,116,88.55,,,0
175485,12,1,1,8.33333333333333,8.33333333333333,96.3076923076923,96.16,1,,0,146,118,80.82,,,0
175525,37,7,15,18.9189189189189,40.5405405405405,83.3846153846154,83.68,1,1,1,292,274,93.84,Initiated By School ,Unreachable ,1
175578,12,1,1,8.33333333333333,8.33333333333333,85.2307692307692,87.68,1,,0,145,131,90.34,,,0
176115,37,28,32,75.6756756756757,86.4864864864865,75.0769230769231,78.56,1,1,1,290,236,81.38,Others,IA,1
176115,37,28,32,75.6756756756757,86.4864864864865,75.0769230769231,78.56,1,1,1,290,236,81.38,Initiated By School ,Unreachable ,1
176115,37,28,32,75.6756756756757,86.4864864864865,75.0769230769231,78.56,1,1,1,290,236,81.38,Initiated By School ,Unreachable ,1
176274,12,0,0,0,0,88,87.52,1,,0,177,158,89.27,,,0
176543,12,0,1,0,8.33333333333333,54.2758620689655,52.8275862068966,1,,0,171,148,86.55,,,0
176798,37,20,21,54.0540540540541,56.7567567567568,92,93.1578947368421,1,1,1,330,290,87.88,Initiated By School ,Unreachable ,1
176880,12,6,7,50,58.3333333333333,84.3076923076923,77.28,1,,0,174,154,88.51,,,0
177121,37,17,16,45.945945945946,43.2432432432432,88.6153846153846,84.64,1,1,1,262,248,94.66,Others,IA,1
177121,37,17,16,45.945945945946,43.2432432432432,88.6153846153846,84.64,1,1,1,262,248,94.66,Initiated By School ,Unreachable ,1
177121,37,17,16,45.945945945946,43.2432432432432,88.6153846153846,84.64,1,1,1,262,248,94.66,Initiated By School ,Unreachable ,1
177121,37,17,16,45.945945945946,43.2432432432432,88.6153846153846,84.64,1,1,1,262,248,94.66,Initiated By School ,Unreachable ,1
177324,12,0,0,0,0,81.2307692307692,82.08,1,,0,146,140,95.89,,,0
177369,12,6,8,50,66.6666666666667,89.5384615384615,87.0769230769231,1,,0,171,142,83.04,,,0
177446,12,1,3,8.33333333333333,25,84.3076923076923,87.04,1,,0,169,149,88.17,,,0
177452,12,0,0,0,0,94,91.3684210526316,1,,0,154,140,90.91,,,0
177453,12,0,0,0,0,86.8,88.8275862068965,1,,0,172,164,95.35,,,0
